id,lat,lon
1aca0ca0b0,-23.617328,-46.64849
fa1b9d9994,-23.606614,-46.525285
111157e393,-23.626529,-46.693342
257ab1b200,-23.51532,-46.688095
421d48bf97,-23.639651,-46.711727
714301d39f,-23.563499,-46.758699
c0b2fbfcbf,-23.5707,-46.6589
7911dda156,-23.562679,-46.667403
81a89d981d,-23.568398,-46.630195
8a70f35cf4,-23.659484,-46.732214
61435935be,-23.606893,-46.745751
9e28f74898,-23.585332,-46.680753
1cb2b0e198,-23.624418,-46.731784
3e1b868f87,-23.456695,-46.59116
f35e0b6ded,-23.586528,-46.765976
d596038bba,-23.627114,-46.634329
79260e3f93,-23.62751,-46.73262
5529ccb792,-23.58816,-46.543623
b07a4e0eed,-23.630026,-46.733313
43e2afe1ca,-23.612304,-46.657999
b3e4aa9361,-23.614241,-46.683151
e13d21d907,-23.615578,-46.642276
16c21cdc17,-23.648622,-46.667161
74f01dcdc6,-23.682847,-46.69044
4cafc3cd4e,-23.571804,-46.656684
c34d48ef1d,-23.683497,-46.795454
c5ef47958b,-23.58816,-46.543623
7b1d9389d6,-23.604521,-46.66538
1791411b34,-23.574221,-46.656649
3d6d9a36cf,-23.554199,-46.657074
e968089f79,-23.530035,-46.646906
a335781d60,-23.487888,-46.63107
e828b0e56a,-23.602094,-46.65921
b1b1a77eec,-23.595234,-46.607691
72f76345f4,-23.629992,-46.732579
956619360b,-23.624779,-46.73833
e4f69e6136,-23.56807,-46.655351
8f17f99002,-23.546121,-46.55848
ed4d30459a,-23.553594,-46.752442
ee421e875d,-23.546856,-46.751288
6b00402a45,-23.547138,-46.75409
2425faa487,-23.660692,-46.695028
7d8607759d,-23.630026,-46.733313
1e0eb89d46,-23.544219,-46.759839
8fd10bdd25,-23.570281,-46.655717
2722001820,-23.536169,-46.59902
c22ea27cf0,-23.570977,-46.654466
baec86f8f7,-23.557843,-46.755109
f540573d75,-23.5554,-46.601218
357fb553e2,-23.675631,-46.671629
33431ea35c,-23.684365,-46.770271
624453e6cc,-23.536406,-46.655914
a45ff50088,-23.489679,-46.635063
dcdddb2bd3,-23.475471,-46.634803
a74383f3f4,-23.526604,-46.692644
3940cdb891,-23.488324,-46.637744
ebabc2edf9,-23.606893,-46.745751
a40adab1e1,-23.483725,-46.643687
df50436dd6,-23.659753,-46.672343
507396ef6c,-23.521062,-46.660684
603b935305,-23.627005,-46.663254
96d316ab17,-23.571703,-46.66017
42825e2a36,-23.443531,-46.749521
276b7eeb87,-23.514172,-46.655826
da6315a0f4,-23.491757,-46.643304
1e6f7ba5dc,-23.485474,-46.649538
8f8d60bca4,-23.489377,-46.630423
7e574b5c0d,-23.608024,-46.688096
fa3d9e2266,-23.578484,-46.652654
155398179e,-23.533716,-46.567648
4e0483e148,-23.485485,-46.59216
8cca2f809f,-23.594263,-46.777074
8773642a9c,-23.562621,-46.660156
680e3c378e,-23.742263,-46.672676
89ef06d6e0,-23.473233,-46.579397
18c6458ad2,-23.520706,-46.666009
e314402423,-23.488882,-46.604186
625819f1ea,-23.628789,-46.706781
d8bb4186d4,-23.561649,-46.668029
3aa2623c6a,-23.495093,-46.608924
0cdfe7c0c6,-23.533057,-46.684117
f185fb93f4,-23.579823,-46.653262
4ffbbcb288,-23.524705,-46.454341
68c4e1f7b6,-23.485984,-46.608379
7933826694,-23.489282,-46.584591
42e3ab7eee,-23.462941999999998,-46.650306
33ea2e8a00,-23.721438,-46.697089
93ae49046c,-23.633111,-46.738122
b60db07c2b,-23.496028,-46.604186
bd60439550,-23.518054,-46.540345
726a45fb12,-23.656612,-46.669882
12b7bc20f3,-23.548384,-46.547103
bdfc30dbf1,-23.56665,-46.552753
0332bff6b4,-23.474325,-46.676949
c0116e14ae,-23.472357,-46.649174
8938100d83,-23.57714,-46.64325
60d5a616f4,-23.66388,-46.684506
6eaccb12af,-23.566084,-46.653771
f567aecc69,-23.47658,-46.589967
228ddb23b0,-23.52403,-46.691799
4d7e9a7d3a,-23.559141,-46.662095
2b32b2fdac,-23.592326,-46.648659
12a9019581,-23.598213,-46.667135
1f135a1c01,-23.590175,-46.547558
341a4f7b66,-23.543036999999998,-46.494976
5b9615dd01,-23.571926,-46.635723
7bec065ff7,-23.647963,-46.701985
17d55d1d15,-23.590389,-46.696532
f551235165,-23.560033,-46.667006
5b467f568a,-23.593551,-46.688919
fe5711e3fb,-23.562403,-46.660294
0e220cd30e,-23.553527,-46.658958
a5e3cd7bc0,-23.592447,-46.701492
53cdf41ccf,-23.61271,-46.683726
49c5d9da1a,-23.614995,-46.596954
8b8857b62f,-23.626983,-46.695963
cb37ece3bf,-23.66108,-46.693925
ad050fa36e,-23.602113,-46.672235
cb418d4670,-23.655648,-46.691097
457cc08a95,-23.598918,-46.664093
bdf7c8bbb9,-23.626323,-46.700928
fc4ff0b19d,-23.575601,-46.590805
3c087bae1f,-23.654737,-46.660144
da26d2d71b,-23.625277,-46.721467
f805090e9a,-23.520046999999998,-46.644793
a58b6a27bd,-23.557282,-46.675725
2252654cf7,-23.651063,-46.721745
1090521a5b,-23.605242,-46.661811
c4380d369d,-23.57108,-46.662023
319284dd8a,-23.555653,-46.653884
0ec6267099,-23.603692,-46.67355
ee2b71452c,-23.562403,-46.660294
53962469b0,-23.565446,-46.659457
f820afa9ed,-23.56693,-46.484976
0af5a6190b,-23.553723,-46.65724
d9f33bdff5,-23.476287,-46.625441
553a59975b,-23.586027,-46.676305
897331111e,-23.485074,-46.658096
cf637d33ad,-23.595427,-46.67849
27134746ac,-23.612695,-46.678696
c611572da1,-23.547901,-46.656964
4b983cca0e,-23.617513,-46.694795
454cabf617,-23.6454,-46.7583
ca7201a635,-23.62049,-46.740657
b3993cb675,-23.470434,-46.602265
a081a347b3,-23.490754,-46.647704
a485ff439e,-23.45819,-46.630838
db055d143b,-23.452484,-46.642558
8f7e6abf72,-23.473566,-46.604128
83f10a5ad9,-23.505531,-46.670782
c086dd1164,-23.466563999999998,-46.632119
f0375a762b,-23.693228,-46.656875
3b9e904bf8,-23.516515,-46.465333
d35723b950,-23.534187,-46.718422
656d27f9b5,-23.563445,-46.616298
c8f4618a13,-23.570838,-46.657691
c4b7d1af44,-23.664206,-46.688652
d3d4c16e9b,-23.655357,-46.691148
d833ba7e7e,-23.546641,-46.54654
1dc3e6b43f,-23.583218,-46.672318
c6e3473cc6,-23.598133,-46.667239
b8e7b6e350,-23.578944,-46.652733
a6f4eb999c,-23.587646,-46.496978
b6a8d5ff25,-23.658493,-46.691451
14c7c6c835,-23.687162999999998,-46.700145
9d4dbd518e,-23.546764,-46.658052
fdeeb4bf14,-23.582623,-46.68495
36debe558e,-23.574077,-46.531292
7e78d291ef,-23.617889,-46.681974
2d9ff949c1,-23.611835,-46.600551
0b59037262,-23.656719,-46.699918
618099d27e,-23.601908,-46.680756
adb3a695c1,-23.641536,-46.694941
f8b499b927,-23.58524,-46.672388
ee983d79de,-23.584905,-46.672644
1e6bf68b52,-23.637606,-46.659467
f9331cd5d6,-23.607706,-46.655481
7f1acb22a2,-23.541941,-46.663567
76f7e808ff,-23.579949,-46.718473
832dae2cc2,-23.600329,-46.662957
ca805f5a16,-23.608922,-46.722784
0b2c8fb7ce,-23.631995,-46.707926
d2c8875830,-23.627137,-46.736279
0f3bedb9fd,-23.558902,-46.749223
5eb8d41a41,-23.584004,-46.675505
4d73f40c31,-23.641623,-46.756141
f01dc956c4,-23.609065,-46.739028
2202a40329,-23.537482,-46.669741
a6f4ef6b78,-23.557282,-46.675725
3017c98356,-23.559141,-46.662095
6d78d7f723,-23.598036,-46.666941
10b4dbf79a,-23.51341,-46.528899
4a09cc0a46,-23.572276,-46.654963
1208626230,-23.603095,-46.671499
fd9a91e03b,-23.624779,-46.73833
9bcf9220e8,-23.565216,-46.665988
510ad86b48,-23.542104,-46.662253
c1297c1c3c,-23.619399,-46.740294
723ee5a32f,-23.557954,-46.6917
bd7480d24b,-23.538409,-46.659836
64d13ba8e2,-23.551458,-46.65396
9b4ea393a5,-23.577248,-46.650374
9d32815bbb,-23.604867,-46.670332
25421afaa4,-23.522454,-46.659625
c362a11b72,-23.593959,-46.689581
03ab4c3b21,-23.493647,-46.596955
45a4afe892,-23.589879,-46.649168
1386d4f173,-23.566534,-46.698531
f1991e899e,-23.558904,-46.539729
61277a5b9a,-23.558142,-46.549309
29b284e20a,-23.556434,-46.461651
e62f83ba0e,-23.474972,-46.608569
33a9be0fbf,-23.507438,-46.601151
6ed6c998c6,-23.491531,-46.638251
f9fdb315bb,-23.492309,-46.619674
65d1e1d53f,-23.480533,-46.643099
5b803877a3,-23.534831,-46.579612
4e4adba7ef,-23.53504,-46.577849
a78ec45109,-23.545231,-46.617524
aeb4f5a51b,-23.532888,-46.679426
a85a18dcc9,-23.556058,-46.619445999999996
d4986b4167,-23.491595,-46.629334
751d5e235d,-23.523405,-46.532214
12578ad3c0,-23.566226,-46.555515
a68dd6c09b,-23.569056,-46.581141
748fd4852f,-23.597994,-46.707944
b69d8e6894,-23.490896,-46.58228
27c80710ad,-23.597662,-46.679157000000004
2442f8fc1f,-23.609396,-46.695156
d00bfb6f25,-23.478498,-46.605265
78832f550f,-23.475881,-46.612111
051d5c2930,-23.474025,-46.601454
27a400ac5a,-23.490187,-46.601298
d845a962e2,-23.564144,-46.561446
2871d97d24,-23.621663,-46.654325
35db519fc2,-23.609959,-46.64794
a335766ca1,-23.481701,-46.610697
0ac8ae8539,-23.495834,-46.626118
676a766051,-23.654588,-46.610042
8b67f55b17,-23.594062,-46.675785
d75831585a,-23.593572,-46.710999
8b6b9dd59c,-23.501681,-46.673374
47d0dd00f3,-23.649146000000002,-46.722072
5bf77cf82c,-23.630330999999998,-46.700442
2f539ec774,-23.643397,-46.768651
548b008316,-23.472729,-46.630361
09910c29a9,-23.559831,-46.749796
480b6568ad,-23.491582,-46.638213
ecb4f8ee4c,-23.485642,-46.611616
60e9b8fee3,-23.574955,-46.502049
e641bf994e,-23.747404,-46.664998
744cdc02ae,-23.617599,-46.67227
a5268c2a5e,-23.437833,-46.715125
f887a4ee97,-23.474525,-46.632145
c8bb9a454d,-23.555683,-46.678292
bd3feecf50,-23.56807,-46.655351
bb602eb76b,-23.488976,-46.615077
190801fa7a,-23.472255,-46.608254
4372e58d87,-23.444987,-46.726913
c5155e15fe,-23.435752,-46.712801
97766fbca8,-23.493429,-46.630928
8c945bfe3d,-23.480869,-46.657352
6eac0e94f8,-23.431418999999998,-46.618972
a1a28c4cff,-23.440527,-46.725055
495cccb8df,-23.645932,-46.666767
c8c0c2fb30,-23.626486,-46.7395
f5a1ff72c9,-23.540734,-46.715346
ee360ee1f1,-23.592085,-46.601345
51bd47ee62,-23.625338,-46.62015
96e1e4804a,-23.552505,-46.575391
ba919d47cd,-23.563195,-46.485109
d4670271f5,-23.686989,-46.688519
3c9ded8acf,-23.544871,-46.692712
6e76ba91ce,-23.543483,-46.69437
5539f29159,-23.544856,-46.714871
c237a52439,-23.536938,-46.677052
d3b5f030c2,-23.520117,-46.725526
109e0418cd,-23.522148,-46.713825
fd99a59bb3,-23.52264,-46.695681
351384171c,-23.524632,-46.728955
aa30d5650e,-23.620161,-46.679593
01e07b24ec,-23.699172,-46.704669
db0a78ba1f,-23.495842,-46.732279
a5580c23e1,-23.519169,-46.722775
38a7223c00,-23.656171,-46.693459
12fb88e1a9,-23.620239,-46.695396
aa2cac45a7,-23.459651,-46.61024
3df57c6ece,-23.564561,-46.64109
f82da5c5cc,-23.583087,-46.686394
ba2ee28bb5,-23.605636,-46.664665
61a7644c21,-23.595478,-46.648373
38891f3e83,-23.553517,-46.659
23718cefbf,-23.561117,-46.654111
3e191d4039,-23.582874,-46.682487
91c493943d,-23.586276,-46.571131
250f76e41e,-23.613013,-46.621314
44887e1af3,-23.616069,-46.633391
05974f6b46,-23.55152,-46.648952
bafc4d7633,-23.687435999999998,-46.687446
22b8fabab4,-23.570996,-46.656525
774475bf4a,-23.562403,-46.660294
9fb98a6d23,-23.560192999999998,-46.667721
b4b5237a6a,-23.605589,-46.664703
bb91cfb23b,-23.650273,-46.638635
1b41b60d6e,-23.594304,-46.681101
c057e8a14b,-23.564299,-46.65804
d9c68dd0ef,-23.606136,-46.665274
b608ae0ce1,-23.582874,-46.682487
8a071d057a,-23.589879,-46.649168
bf29a1fcd6,-23.598228,-46.68302
5b211b5b90,-23.474301,-46.588649
ad257eb096,-23.616856,-46.747627
c7eb9e6d5c,-23.638011,-46.66918
2e7575f852,-23.559367,-46.570636
3ae8f87b08,-23.548012,-46.454952
c15c7d8197,-23.572404,-46.652637
dadc5f89cc,-23.659274,-46.690279
445ba0beb2,-23.517909,-46.636051
d14f82111f,-23.524955,-46.445295
196d34fe76,-23.468811,-46.663297
948430de0c,-23.537911,-46.59821
6275c91fa0,-23.482824,-46.564933
6893a751e9,-23.504796,-46.58229
1267328d80,-23.557888,-46.558507
7f64876ddf,-23.584245,-46.57117
f2909dd30a,-23.516562,-46.512318
f0e2992674,-23.484359,-46.616265
6a7edc1baf,-23.457788,-46.632639
67de361ea9,-23.601483,-46.681575
9969529b56,-23.648001999999998,-46.66815
3bddd9a979,-23.607346,-46.660167
022a950f07,-23.493503,-46.613057
ceb1be9e08,-23.623669,-46.622312
28ca89a6de,-23.499003,-46.725093
dfcbca927a,-23.525989,-46.519671
9d922b3e4a,-23.63187,-46.710828
a84b65a26a,-23.570681,-46.65881
80d928998e,-23.529708,-46.711275
44ae0f7d38,-23.596784,-46.667638
aceb805520,-23.545751,-46.659942
e48e52b38a,-23.53611,-46.656962
cee22e91f5,-23.496085,-46.735513
309dfe0415,-23.582029,-46.73444
0d2668a5d1,-23.58138,-46.763167
64ce8f7c66,-23.533352999999998,-46.682258
53cb1cc4ff,-23.6558,-46.689602
411a300392,-23.443223,-46.712846
b67b9ee50e,-23.563167,-46.51327
00d82f2150,-23.591672,-46.683738
bc7c65b402,-23.476684,-46.593326
b4a11d8f24,-23.552077,-46.542829
9d42052227,-23.594698,-46.605509
4a9db64e9a,-23.555683,-46.678292
0d56ede9ae,-23.505236,-46.698644
f2704e5e3f,-23.588628,-46.630068
9306b0a0c0,-23.458993,-46.604472
242e4424f4,-23.55364,-46.681268
12119e7e10,-23.568474,-46.560524
52cc31929d,-23.563401,-46.586487
6d7578e874,-23.647226,-46.766342
3423d5fd66,-23.474573,-46.757219
e69e064c94,-23.509965,-46.749611
d0acf7503e,-23.532352,-46.570217
94d38f4689,-23.634075,-46.730545
04b4dc968e,-23.563897,-46.646305
6f54e0f49d,-23.592292,-46.714354
a90c57ff6a,-23.624773,-46.6887
4f19c23a2c,-23.531743,-46.732003
389e0660c3,-23.542132,-46.694915
b3c00ddb26,-23.551466,-46.660869
86c18ba107,-23.534371,-46.669883
1e4b48dba4,-23.628789,-46.706781
6eba426936,-23.622904,-46.664896
cd2ffb5b56,-23.551649,-46.650623
88079106f8,-23.660692,-46.695028
c4b466838f,-23.586667,-46.540817
d2924b1de1,-23.623021,-46.621856
a74b79035a,-23.545905,-46.64291
806bff5f16,-23.587592,-46.59976
2938159691,-23.587955,-46.602848
859c24fec9,-23.541157,-46.673026
da83b6cb87,-23.622327,-46.669938
91a66ff83f,-23.621133,-46.676828
15f49dcf3a,-23.622445,-46.671423
15774eeb9a,-23.618397,-46.73094
bd9bb70bdf,-23.536584,-46.674757
58bbe3e082,-23.537031,-46.67131
24ae321ccb,-23.559718,-46.519315
4b54439780,-23.539751,-46.679493
bb23bebe43,-23.592333,-46.666795
8bd984700f,-23.511861,-46.716178
4b6b3b5923,-23.632742,-46.664925
fbb9bec520,-23.51264,-46.714546
b0aca59b53,-23.596973,-46.675231
01a78436da,-23.553564,-46.675133
ef4c107d8b,-23.519574,-46.673559
5c2204c17e,-23.604506,-46.620551
53eb88cb9f,-23.601789,-46.639907
168982452a,-23.576083,-46.648037
7a1eb64a84,-23.632894,-46.636982
704e29e8e0,-23.626499,-46.640837
9f63b3f5f2,-23.475145,-46.584593
f076f030e3,-23.474888,-46.568553
d187445c0a,-23.490935,-46.596384
6ee973a7f5,-23.470989,-46.654416
d0059152f0,-23.562403,-46.660294
087678806c,-23.632058,-46.707987
d13ddcf2b3,-23.612738,-46.662873
dfd6e28281,-23.590962,-46.552203
63c0f7eb36,-23.489721,-46.65528
77cb2d7e03,-23.506596,-46.488045
75906bc857,-23.629582,-46.694827
fb03cc5dfa,-23.58845,-46.742893
2f8ce4a1f1,-23.58845,-46.742893
449d5a5f87,-23.679917,-46.680261
70f0991576,-23.620429,-46.607698
600eabf9a3,-23.612734,-46.67946
c0dc878809,-23.454906,-46.604848
286be3f91c,-23.536906,-46.666403
47b249c3fe,-23.640132,-46.711868
ec6e9178b1,-23.54216,-46.559571
1ec470a0ca,-23.554321,-46.75909
ea17d59374,-23.605238,-46.661814
6cf30a5343,-23.505874,-46.570609
98bb64ac79,-23.515302,-46.607943
db8f9d3845,-23.600326,-46.680003
665ac662e2,-23.652209,-46.665411
63feaacabd,-23.499097,-46.644313
da4d3328f8,-23.648929,-46.641981
8a8e75b88a,-23.708016,-46.688379
ea574afcda,-23.509275,-46.726715
00fdfb86d1,-23.65618,-46.659858
b78721abe0,-23.633644,-46.648141
68e2f186e2,-23.633644,-46.648141
f79080d0c8,-23.659718,-46.68457
ffd055e301,-23.64089,-46.672362
285e472b12,-23.554071,-46.649619
2a9cca72a1,-23.618533,-46.735504
1a301d04f0,-23.495611,-46.745213
