id,lat,lon
68b2dd664a,-23.559697,-46.664328
a88e33515c,-23.559118,-46.663276
20358af5d2,-23.559882,-46.698425
2a3e87d2e8,-23.560759,-46.553516
83b3650ce0,-23.560759,-46.553516
509557f962,-23.560125,-46.582352
9591e06083,-23.559227,-46.674205
a28cad6e7e,-23.560345,-46.538748
7ee8e6078d,-23.560842,-46.587382
93fca916d1,-23.559801,-46.663674
0951d1b6c5,-23.560369,-46.544438
faa8f1d42c,-23.559545,-46.672365
c59f8f2ac8,-23.559071,-46.680027
aa7c936241,-23.560917,-46.544169
fd69026a64,-23.559149,-46.6621
4d99018766,-23.559118,-46.663276
0e0a5f8c1d,-23.559302,-46.663299
29f6203369,-23.559597,-46.682287
85da68d616,-23.559422,-46.665342
da6685246c,-23.560378,-46.583358
3a1b46ed2e,-23.559658,-46.662662
3ecacae49f,-23.559665,-46.667499
a6f158adc0,-23.559992,-46.669579
fbf5d20c70,-23.559801,-46.663674
b5289b629a,-23.559501,-46.663118
9fde5659f9,-23.558189,-46.664196
fa1a0e3b70,-23.559149,-46.6621
116eb6474e,-23.559338,-46.666833
b6d80febb3,-23.559149,-46.6621
047efa5c45,-23.559597,-46.682287
ab18657115,-23.558957,-46.664744
fce2a66b0d,-23.560345,-46.538748
5465ea0af6,-23.559227,-46.674205
3c11896214,-23.558528,-46.584657
f573412c45,-23.559412000000002,-46.619827
dac9238347,-23.558017,-46.665422
03169a3e77,-23.558264,-46.656668
de40ed182c,-23.558107,-46.576077
2174a2863c,-23.559811,-46.680958
4d38989987,-23.55809,-46.749533
804cd672a3,-23.559455,-46.573188
0e18499ccc,-23.560099,-46.535309
7b248eb51c,-23.558844,-46.692082
3d274370c4,-23.5593,-46.548753
fe77181e02,-23.558486,-46.592719
84543bb9dc,-23.559455,-46.6213
0dbd4fc8cc,-23.558168,-46.574041
cc36803923,-23.558082,-46.663664
ccf87795e6,-23.558678,-46.572328
1c1a209aef,-23.559547,-46.57367
f90d918b1c,-23.558264,-46.656668
45357f3f98,-23.558264,-46.656668
b6e81f667a,-23.55937,-46.557819
5f0c323f2e,-23.559328999999998,-46.532301
f649af30b4,-23.558294,-46.644429
22aff00cca,-23.558256,-46.572801
948f4298c5,-23.558296,-46.653836
c66dc5fd72,-23.559367,-46.570636
c0ebc1a7f3,-23.558155,-46.679147
70a869ecdb,-23.558219,-46.576044
ae9d1b810d,-23.558982,-46.661219
42c35ee0ae,-23.559991,-46.528804
022f3c84aa,-23.559215000000002,-46.529718
fc5baabcbb,-23.558349,-46.574825
73efd8c32d,-23.558444,-46.575088
9d7172320b,-23.559431,-46.615484
9ead3f374f,-23.558574,-46.692361
b6b5839e34,-23.55858,-46.698823
9dd6384b67,-23.559469,-46.587095
10f5fe309f,-23.559628,-46.569884
b33b9f9b64,-23.558899,-46.672834
167dccab4f,-23.559628,-46.569884
c2dca7145a,-23.558302,-46.752118
75afd60d04,-23.559455,-46.6213
48d9008c0a,-23.559381,-46.614905
d041432067,-23.559351,-46.592821
b8c0b8ee8e,-23.557898,-46.530289
69e1d677dd,-23.557594,-46.493403
b96646bb47,-23.557484,-46.548168
830950a532,-23.558769,-46.518952
81a2351f98,-23.557139,-46.60155
e376c29946,-23.55771,-46.603489
636b8e624a,-23.557562,-46.546035
97da068b08,-23.557888,-46.558507
f6e2647ac3,-23.557023,-46.552362
d3cee50f5d,-23.557841,-46.663416
7e2f1e717a,-23.557671,-46.561095
34285c9a1b,-23.557978,-46.690114
979382d06d,-23.557096,-46.59998
d49d18869a,-23.557884,-46.660592
5d55a0b163,-23.557125,-46.607296
209909baba,-23.558896,-46.449568
d57b19705b,-23.558868,-46.534786
5f529d3eda,-23.557751,-46.4426
011d22c86b,-23.557421,-46.561858
787a9bf1ea,-23.557325,-46.636259
a34d093545,-23.557225,-46.662765
f0e9fecc45,-23.558904,-46.539729
5551702567,-23.558198,-46.506259
87e0a936fe,-23.55753,-46.539355
234eb4866a,-23.557986,-46.690118
4493123a94,-23.557152,-46.658313
c9d6aeda41,-23.558264,-46.474245
fa74df81b8,-23.55846,-46.620527
9aea8c19d3,-23.558061,-46.440062
cfb9c3c9bc,-23.557909,-46.548761
2868af5080,-23.558022,-46.549264
aeff9aa6f0,-23.557763,-46.675356
d7dc011cc5,-23.557056,-46.751549
24e1afd7c4,-23.557946,-46.693734
5a5e30a626,-23.55716,-46.750557
b575501938,-23.557884,-46.660592
ade5ca9058,-23.55883,-46.614476
49b455fe18,-23.556155,-46.760798
869273235e,-23.556942,-46.754341
aef8a08eb0,-23.557472,-46.583881
d28ad63705,-23.557229,-46.567361
ddaf42577e,-23.556032,-46.760935
03db3ed602,-23.557059,-46.570001
cd3f13687e,-23.556452,-46.700927
8b1a1233ac,-23.55619,-46.759228
1a3681ed3e,-23.557942,-46.567396
55d4ba101b,-23.557841,-46.591533
ee3880bd80,-23.556973,-46.757754
9d84e1354c,-23.557942,-46.567396
147cc0f4e9,-23.556282,-46.675513
25bff5c497,-23.556681,-46.591792
14139f3eaf,-23.557732,-46.581528
8580153e11,-23.557245,-46.584504
f636bd30d2,-23.556994,-46.491729
8b6be223a8,-23.556977,-46.524572
faba0eaedc,-23.556977,-46.524572
1adc028d5f,-23.556977,-46.524572
42f8d23480,-23.556515,-46.649825
6c28cdad65,-23.556511,-46.64454
fc15653b38,-23.556947,-46.572528
556d1e8591,-23.556463,-46.542207
8fd98cb416,-23.55627,-46.620135
aeb9894b7a,-23.556409,-46.629387
eac72f1509,-23.556421,-46.563289
9014c83036,-23.55627,-46.620135
f177b191ed,-23.556334,-46.640106
82a615d30c,-23.556687,-46.553747
03200251e4,-23.580417,-46.558443
2831c06ab3,-23.55555,-46.708786
1aa7832fbc,-23.580383,-46.559072
145e8ffa1e,-23.579095,-46.619458
b79aa9ba9a,-23.579351,-46.628211
dbab8addeb,-23.579548,-46.623926
78a17f1ddb,-23.579013,-46.579756
7697641959,-23.579731,-46.622428
bb218867b7,-23.579094,-46.619455
39b099a160,-23.579074,-46.568424
533ae50742,-23.5799,-46.605853
1706730a38,-23.57981,-46.591884
fe41a9d442,-23.579431,-46.578352
24a1090c1d,-23.579932,-46.581973
5a3cb8cdf2,-23.578579,-46.773208
e9b0b9c745,-23.578662,-46.742887
1b0c8bf560,-23.578759,-46.754202
3448c670c1,-23.579411,-46.588474
7fcea416a1,-23.578881,-46.652468
b803324c45,-23.578309,-46.583607
ed4f72be40,-23.579652,-46.581359
425dd2bb9d,-23.578599,-46.579861
b844091c53,-23.578795,-46.759335
e15686ba4d,-23.578409,-46.561699
4c699cdbed,-23.578503,-46.592473
131c9c4f80,-23.578905,-46.592392
376d1bc78f,-23.579652,-46.581359
5442644da2,-23.578094,-46.562798
884544182f,-23.578979,-46.623665
32aaf60ccd,-23.578497,-46.665671
0a2b525dbe,-23.578895,-46.605969
454c3354ee,-23.578376,-46.622766
b566a27256,-23.577984999999998,-46.686065
0c07a5c1f6,-23.577896,-46.682479
fe18aeeafe,-23.578492,-46.621362
a9d6320bef,-23.578094,-46.562798
e6198e48d7,-23.578214,-46.621409
9cc39ab640,-23.578125,-46.568997
a6b254aee0,-23.577384,-46.732402
f52853b41c,-23.577697,-46.491304
7f50f9c760,-23.577476,-46.493803
457bfcc6c8,-23.57854,-46.683202
8047ab485c,-23.578175,-46.67287
4b405e7fdf,-23.577464,-46.525303
cca6565831,-23.577476,-46.493803
ff385de6b8,-23.578244,-46.564252
be4989211c,-23.578301,-46.649018
67b72d8442,-23.578185,-46.646586
8be08dfe6e,-23.578101,-46.638761
3815b5165b,-23.578944,-46.652733
64483ae96a,-23.578944,-46.652733
7e15681cb6,-23.578218,-46.641672
8a26544b82,-23.578908,-46.514446
f7512a81fe,-23.577483,-46.647307
d42a5a9b63,-23.576741,-46.726241
bf831072b5,-23.576221,-46.741682
b2515eb598,-23.577001,-46.634891
7ca29634f2,-23.578631,-46.554929
8ae82e040e,-23.578301,-46.649018
781a904be0,-23.578944,-46.652733
94ce6310fd,-23.576607,-46.727092999999996
4f4fd525b4,-23.57865,-46.538018
b0a1027771,-23.577895,-46.637534
34d3e31c8f,-23.576061,-46.748427
9974cfdc2f,-23.577545,-46.648285
fa614c9ea0,-23.577837,-46.489776
cc406635dd,-23.57799,-46.563667
043a8a552b,-23.576301,-46.635012
1ac2cea106,-23.576404,-46.605056
e6a27d85ec,-23.576653,-46.604167
af028ccf80,-23.576145,-46.644832
992e07b299,-23.577119,-46.580407
ebc4bf0769,-23.577951,-46.606111
aebabcbf94,-23.577156,-46.571551
c384e36722,-23.577022,-46.60642
fcadf1cf69,-23.576945,-46.62303
d36bf64c77,-23.576289,-46.668769
a7d07b336b,-23.576831,-46.680364
bf24886377,-23.5769,-46.6227
7b0c03c290,-23.577682,-46.55746
9ae6b91fba,-23.576683,-46.619615
dac5a158bb,-23.576599,-46.6413
505c802e66,-23.576949,-46.623282
8742809614,-23.576043,-46.644076
461a29a672,-23.577992,-46.611867
88cbf40eed,-23.576532,-46.606556
7b689c2508,-23.576954,-46.707203
1992092eea,-23.576532,-46.606556
4ef98ffd43,-23.576099,-46.717581
8c78e26779,-23.576118,-46.555942
806cca6a3c,-23.576154,-46.674835
71d4e186ad,-23.576844,-46.671731
29011a6267,-23.576963,-46.493416
6692370b0e,-23.576281,-46.565148
45367291f6,-23.576524,-46.585303
9a60473c47,-23.575837,-46.709657
23a4e4d6b1,-23.575388,-46.67647
656e433837,-23.576914,-46.561638
2933a897f0,-23.576895,-46.508235
c40917e978,-23.575374,-46.663914
a2d856aa5c,-23.575231,-46.744203
4a41c16e0b,-23.576366,-46.576589
e47c0064f8,-23.575575,-46.756917
e19beeec5d,-23.575312,-46.657508
eadbad70ed,-23.575976,-46.645639
3bfc2ff2da,-23.575497,-46.656465
0cf64bb159,-23.575128,-46.603808
fce7c30732,-23.575769,-46.645865
ac6ff6a827,-23.575476,-46.747296
c6bbac276a,-23.575575,-46.756917
8b3b888485,-23.575169,-46.639187
517ea014a4,-23.575962,-46.613767
7a3707e5a9,-23.575575,-46.756917
1c829ea8e6,-23.57462,-46.57336
9e468f9ebb,-23.574652,-46.579
cd39aae993,-23.574925,-46.614061
e7bd3581ea,-23.57401,-46.568217
5b0511f56e,-23.57489,-46.614974
c62657982d,-23.574526,-46.53345
10f826f32b,-23.574291,-46.634315
821df9d36d,-23.574553,-46.538714
f091e305c8,-23.574844,-46.633249
bad5dd02f7,-23.574307,-46.592347
76b963cc22,-23.574216,-46.604601
b53f7a0cdb,-23.574157,-46.59219
f4f99beedc,-23.574545,-46.633919
91c0b14173,-23.574077,-46.531292
574754a5cf,-23.574913,-46.617203
7417c66047,-23.574096,-46.763467
32b8c40501,-23.575289,-46.634201
2d462f71e6,-23.574918,-46.76096
3e0ad1eb51,-23.574296,-46.64775
a0325ca733,-23.574449,-46.65413
342acadd62,-23.57403,-46.657823
5b85065402,-23.575176,-46.528601
b79f18c345,-23.575519,-46.621472
e0147a3e02,-23.575601,-46.590805
d69a0e6005,-23.57535,-46.621957
abaee7a8ec,-23.575620999999998,-46.5144
8a087fb965,-23.575519,-46.621472
e930f220b6,-23.575932,-46.4905
0173572455,-23.574324,-46.647806
eb4a05fb0a,-23.575725,-46.586054
ca56b33361,-23.575205,-46.592175
4db40dc5ae,-23.57551,-46.591849
85335de7cb,-23.574449,-46.65413
fcead94db0,-23.574611,-46.732254
a05b498ef0,-23.574483999999998,-46.70482
f1312837f1,-23.575983,-46.520394
239c5c46af,-23.574171,-46.657314
07ce8a5065,-23.574328,-46.731795
eaca1c05da,-23.574759,-46.648786
ee5ff17dbe,-23.57435,-46.647741
d41ab380d0,-23.574324,-46.647806
16e933f944,-23.574549,-46.733329
032f2c1003,-23.5736,-46.645656
a2f7056722,-23.573673,-46.773832
fd5c6eeccd,-23.573881,-46.776491
1a8edd80fa,-23.573559,-46.747699
78599ca4f8,-23.573414,-46.672948
5f90f8c750,-23.573414,-46.672948
61d703503e,-23.573414,-46.672948
be9cb77aad,-23.573751,-46.779758
ab6bfaa03c,-23.573841,-46.646763
a6151ec030,-23.573066,-46.650443
4ea93996af,-23.573039,-46.648809
20f91dfed6,-23.573066,-46.650443
c2906dd268,-23.574403,-46.501974
a44f906d36,-23.574955,-46.502049
74c5510b02,-23.573328,-46.73412
8120cdf39f,-23.57348,-46.650349
ad0877024d,-23.573146,-46.645737
4dd42c6315,-23.573795,-46.749427
d9bf6bfd2e,-23.573118,-46.684707
b7ab615cd3,-23.57347,-46.747533
7e3b9d03c7,-23.573377999999998,-46.731211
e80410bd29,-23.573773,-46.737968
5ef6247a69,-23.573081,-46.650605
ebd5a4a531,-23.573659,-46.659470999999996
9662d24070,-23.573066,-46.650443
f8d19d34a1,-23.57391,-46.657335
dbb67c9939,-23.573596,-46.659532
9d0cbf1b33,-23.573127,-46.659881
61e8f82b2f,-23.573272,-46.658968
91172d55b9,-23.572572,-46.772219
bc9fbab02c,-23.572572,-46.772219
152aaf805e,-23.572126,-46.655302
ed846d434e,-23.573596,-46.588263
dd9e202663,-23.573265,-46.573543
e68fca66e7,-23.572339,-46.654457
825e459ca6,-23.572572,-46.654743
f0ec8e6281,-23.573985,-46.605547
3822b88ee1,-23.572572,-46.772219
6f365b4f54,-23.573809,-46.584422
6b528362fe,-23.572037,-46.674746
80ed9f486a,-23.572177,-46.655731
c78552ff1d,-23.572572,-46.772219
ce8310ee53,-23.572339,-46.654457
5bf4ef01e3,-23.573798,-46.502189
124f3a784d,-23.572395,-46.669766
3183b0821e,-23.572191,-46.722468
bce60f779b,-23.573926,-46.625249
bdd36e191a,-23.573798,-46.502189
894b9f19bf,-23.573035,-46.633427
f195b7a589,-23.572403,-46.739764
d1b59e4d63,-23.572594,-46.65852
261aaf99ec,-23.572594,-46.65852
f85ac8c74a,-23.572634,-46.658954
1e49406e3d,-23.572177,-46.655731
6a32f17daf,-23.572976,-46.74798
dbfee4dadc,-23.573291,-46.552539
df0a8e3bf7,-23.572594,-46.65852
6c7dfc4a3d,-23.573841,-46.59162
ddaf6e9bbb,-23.572007,-46.732739
e473796e59,-23.572526,-46.70467
462984cf6a,-23.573371,-46.477947
ee16e728e2,-23.573404,-46.623798
5afce1baeb,-23.572074,-46.674784
410c4d7df3,-23.572664,-46.68387
664a50054a,-23.5711,-46.656636
1e9acedcd8,-23.571076,-46.692821
e3d2fb59e5,-23.571737,-46.698295
e6ff378e20,-23.571848,-46.678861
523346e6b6,-23.571023,-46.733265
cab997dbd8,-23.571316,-46.662393
957081f6c8,-23.571331999999998,-46.698651
ae3a28365d,-23.571803,-46.656846
b672faf2be,-23.57119,-46.66167
50bd400407,-23.571631,-46.659621
e27e3edeee,-23.57126,-46.65778
604e75a076,-23.571703,-46.66017
266686de23,-23.571176,-46.659861
5f4974aa2e,-23.571703,-46.66017
342206bcf7,-23.57119,-46.66167
57af5361ee,-23.571076,-46.692821
516305951d,-23.571803,-46.656846
9e600c2b67,-23.5711,-46.656636
73a1e4919e,-23.571803,-46.656846
9e74028eef,-23.57119,-46.66167
00619db97d,-23.571201,-46.662348
8e948b248f,-23.572174,-46.477794
c4e5aa950e,-23.57242,-46.630199
9c13c2c024,-23.572339,-46.654457
fcb64a0ca7,-23.57108,-46.662023
e221ed0c90,-23.571703,-46.66017
3e5b4743b5,-23.571141,-46.729382
1428cc2f2b,-23.571976,-46.651409
308723108e,-23.571976,-46.651409
a75585de2f,-23.572294,-46.654957
a97a1ce85a,-23.571548,-46.654536
2a80db7574,-23.5714,-46.654435
fc3bcc5cac,-23.571352,-46.652263
05c82f5b7a,-23.572339,-46.654457
abb9dee23c,-23.571119,-46.54932
b2e30a04cf,-23.571283,-46.589258
f1a697278b,-23.572316,-46.652414
7ed43d11fd,-23.571383,-46.539295
8364b861bc,-23.571704,-46.635588
e81a2d1d4a,-23.571048,-46.589126
241382e92b,-23.572339,-46.654457
4f2c6ddc1b,-23.572381,-46.551039
ab565a9ce1,-23.571934,-46.646812
aab7c3ee26,-23.572346,-46.606817
b884757beb,-23.571934,-46.646814
4a01d1ab2f,-23.571024,-46.581236
a0c855c147,-23.571651,-46.646376
a75f588179,-23.572355,-46.625436
19dfc85b6a,-23.572355,-46.625436
20c0c2b49e,-23.571704,-46.635588
71f5b0ad16,-23.572025,-46.578366
2712481ff0,-23.572265,-46.566078
6fffff5fc3,-23.571487,-46.630971
eb2b3680fb,-23.571351,-46.646611
c5fdaf2fcb,-23.572109,-46.625463
6598c358e4,-23.571717,-46.634729
a74607bdb5,-23.571487,-46.630971
3548c4332f,-23.571258,-46.649619
ff30c0334b,-23.570988,-46.631099
f28095aaaf,-23.571184,-46.561027
2d0d186139,-23.571783,-46.564462
7eee12cb61,-23.571828,-46.650085
b75e8bcc8d,-23.57182,-46.64876
cb294e6f6b,-23.571968,-46.587337
6ab656abf3,-23.571925,-46.62971
fb41db8631,-23.571487,-46.630971
a952f33584,-23.572704,-46.651998
e53f0def21,-23.571487,-46.630971
c029d8d2e4,-23.572958,-46.633304
4a54eec8ef,-23.57242,-46.630199
4b917e7697,-23.572002,-46.647391
c6d3ccb469,-23.572002,-46.647391
24d19c91c1,-23.571578,-46.628462999999996
818417da40,-23.570317,-46.750459
2e56b70196,-23.570463,-46.691774
0c8eb67de3,-23.570755,-46.693319
afb7cf6ba2,-23.570662,-46.692909
9d9b472d4d,-23.570157000000002,-46.693069
229af9f3cc,-23.570157000000002,-46.693069
3a2a182627,-23.570879,-46.675609
5157bdf95b,-23.570877,-46.670355
4574e5fc98,-23.570315,-46.691919
ec8c1e5855,-23.570391,-46.66238
47e022d126,-23.570091,-46.663065
6e9f6de1bf,-23.570157000000002,-46.693069
6d91396b1d,-23.570463,-46.663557
1b53ce7e91,-23.571732,-46.491626
411add1e83,-23.570838,-46.657691
a2c2618dca,-23.570815,-46.65897
019dc07da2,-23.570815,-46.65897
039381d48b,-23.570737,-46.658966
48a95898c6,-23.570614,-46.659411
3c9b7d3a9b,-23.570646,-46.659467
e43571ce5d,-23.570977,-46.654466
0dc5354bc2,-23.570994,-46.656611
31ca55d9ea,-23.570281,-46.655717
9f28a83d09,-23.570613,-46.657932
9eb3b492c7,-23.570681,-46.65881
43c221ce8f,-23.570073999999998,-46.654931
ef1d34644c,-23.570815,-46.65897
4e1968af92,-23.570977,-46.654466
6ce554ebd9,-23.570838,-46.587643
35c2a50447,-23.570106,-46.583786
c40316c16f,-23.569502,-46.654173
157cef5e28,-23.570732,-46.654349
08713a2e5f,-23.570996,-46.656525
a8efb0f162,-23.570963,-46.655495
2997900962,-23.570614,-46.659411
b5a99b0070,-23.570216,-46.52353
87943e3cf2,-23.569916,-46.655814
ec28fdebfc,-23.570933,-46.549956
c21f4b875b,-23.570342,-46.540249
09c94b1e33,-23.570107,-46.656063
038fa4b682,-23.570929,-46.646589
910db43603,-23.569062,-46.658489
19906bffc9,-23.570996,-46.656525
326c28f7cc,-23.569191,-46.65799
3603e802e7,-23.569324,-46.656545
0d60df23d5,-23.569324,-46.656545
8432aaaee7,-23.569007,-46.657295
9e086c3b65,-23.570088,-46.585608
a6bf230dfd,-23.570353,-46.60568
53f9f5a70f,-23.569191,-46.65799
70db6594d8,-23.569191,-46.65799
85344a7425,-23.569573,-46.669013
c2e3c2af20,-23.570312,-46.652834
fd7f98fb4d,-23.570276,-46.590999
fc1fbc80d9,-23.569191,-46.65799
2a72ab626b,-23.569375,-46.654062
23d784c0a1,-23.569324,-46.656545
e8ea4dae64,-23.569839,-46.662101
224314426a,-23.569191,-46.65799
92249e3d10,-23.570495,-46.637504
baccc9ef47,-23.570504,-46.634127
0deeda3ea1,-23.569324,-46.656545
11c12d30e3,-23.570721,-46.61977
4e7f665ab0,-23.569375,-46.654062
e5b688f1c8,-23.569375,-46.654062
9c82b24493,-23.569324,-46.656545
fb9c7dc3ce,-23.57096,-46.475077
e226fb2329,-23.570556,-46.650459
1a38e50d25,-23.570522,-46.632754
616e47b49c,-23.568126,-46.700273
74f67493c3,-23.568574,-46.698454
aefeb54c2b,-23.569872,-46.626541
a107701ecd,-23.568745,-46.700223
6d0d29b75c,-23.569971,-46.628381
4eab042fd1,-23.568,-46.628111
2df223716b,-23.56871,-46.657684
7f60a5edbf,-23.569079,-46.623586
2182cc77dc,-23.569351,-46.62896
a7f37e55cb,-23.568195,-46.630422
426da1fee3,-23.56883,-46.58422
3d4fdd2dc0,-23.568656,-46.537976
01f6d1a8d4,-23.568302,-46.524162
daec670a2e,-23.569239,-46.617276
485c391c42,-23.568704,-46.58017
68f28eef6b,-23.569571,-46.592556
dcf97f219e,-23.569774,-46.612579
c8c5f76558,-23.569462,-46.619082
d13fbce0a9,-23.569449,-46.649505
dd4a73a02e,-23.568336,-46.665751
e9eba64d9e,-23.568806,-46.661497
5b70001904,-23.568806,-46.661497
f7ccd2039a,-23.568009,-46.679789
f1a985cb48,-23.568449,-46.515832
ab14f7f164,-23.568449,-46.515832
a52e94920b,-23.569779,-46.619644
4f27084b9c,-23.568822,-46.58407
ed08ed0a5f,-23.56807,-46.655351
f3f1e137cd,-23.568576,-46.689125
e3d3595cde,-23.568966,-46.653813
8c78bec20b,-23.568388,-46.595459
12df0021e6,-23.56807,-46.655351
c3ceb519fb,-23.568725,-46.653832
5d61c45d17,-23.568874,-46.655973
0e108d5822,-23.568653,-46.657605
cc0c700f9e,-23.56807,-46.655351
fcc0aa9141,-23.568514,-46.610454
fb8b3e540a,-23.568774,-46.480072
48b8a4fa2b,-23.567643,-46.658462
5069fa67f1,-23.568388,-46.595459
6d2bdb3a68,-23.56836,-46.653543
c238911fa0,-23.568729,-46.651397
d04f190ec2,-23.56807,-46.655351
24c6246f27,-23.567384,-46.658256
b3d917151b,-23.56794,-46.700448
e85f75c97f,-23.567815,-46.664452
aff8f91fd9,-23.56807,-46.655351
6beebaf9ae,-23.568901,-46.561596
401aa89a30,-23.567384,-46.658256
4d8bf8ca87,-23.568214,-46.653946
b88b7d72be,-23.567643,-46.658462
648e3ceff5,-23.567139,-46.654219
1b00405cdd,-23.56718,-46.647627
6f02cc4b60,-23.567139,-46.654219
4dc8507d98,-23.567556,-46.645463
e792b41049,-23.567362,-46.654887
9c817e1f10,-23.567643,-46.658462
d01d44cbd2,-23.568311,-46.646096
f76b86df41,-23.567643,-46.690417
05e77cacaf,-23.567039,-46.653335
701a8c01f4,-23.567556,-46.645463
e8ecf343b9,-23.567401,-46.645999
8916211071,-23.56786,-46.691911
8731ab9a1d,-23.568173,-46.645886
c630ccc3b0,-23.567198,-46.619663
a29af1bd11,-23.567431,-46.623019
d3b54c6ad3,-23.568092,-46.634956
5eb368c37d,-23.567065,-46.616028
0d013c3fcd,-23.567556,-46.645463
aa5a74c45c,-23.56767,-46.646236
0227c75e66,-23.567147,-46.654655
9e80c77f6a,-23.568092,-46.634956
794d6ff24b,-23.567556,-46.645463
8807bbe16f,-23.567486,-46.653025
9ba5ebd99c,-23.567039,-46.653335
53485b8437,-23.568243,-46.55232
b18fde7e96,-23.567556,-46.645463
a18ce30547,-23.567091,-46.65344
aba0a96166,-23.567678,-46.653165
104e929942,-23.567362,-46.654887
f7b397ebe7,-23.567488,-46.649471
5359ff105f,-23.567697,-46.628589
8989363bb6,-23.567556,-46.645463
e4a1348941,-23.567556,-46.645463
263986fc2f,-23.567312,-46.557403
164b7a6a9c,-23.567189,-46.582061
a58a2201ac,-23.567547,-46.513422
43fbfc160c,-23.567417,-46.583684
5ac7b0307a,-23.56747,-46.615534
96500eb80f,-23.567378,-46.585888
5565370dfd,-23.567994,-46.516464
534908ae45,-23.566084,-46.653771
01e6f38642,-23.566084,-46.653771
5017243f64,-23.567654,-46.560975
4dd9ede47c,-23.567212,-46.563282
77aa063f3d,-23.567676,-46.557373
0ac828b597,-23.566698,-46.685398
629f999c5e,-23.567362,-46.561447
c9239278c4,-23.566084,-46.653771
a22abbb573,-23.567566,-46.563216
8860d2dd7d,-23.567948,-46.555325
60ea7abd15,-23.566084,-46.653771
3e6485b9fc,-23.566532,-46.69853
2ecbecafe1,-23.566231,-46.653427
22b10f8a79,-23.566378,-46.663668
d974066ee5,-23.566543,-46.752919
9ae100a9fe,-23.566532,-46.69853
20abea8f2e,-23.567891,-46.426173
ae684bb286,-23.567624,-46.511954
22e4825ba4,-23.56626,-46.664572
c9e7ad09d1,-23.566338000000002,-46.666493
173355cb08,-23.566001,-46.660595
d3c4502dbb,-23.566999,-46.592143
b03f855f62,-23.56617,-46.660116
e75cf3d4d4,-23.566164,-46.64467
8e1afb3114,-23.566498,-46.661503
c66d447a89,-23.56526,-46.641569
585f410ad6,-23.56644,-46.558755
6c6c08b3ac,-23.566555,-46.662922
728b5e2460,-23.5666,-46.65658
551c0b0cf3,-23.56665,-46.552753
a8fe11efad,-23.566555,-46.662922
c5c6ff1a92,-23.566015,-46.655055
3d18fed7ae,-23.566555,-46.662922
77fa37601f,-23.566878,-46.543988
a72f6956ec,-23.565736,-46.660257
55ba4a9133,-23.56646,-46.65457
adfff783dc,-23.566878,-46.543988
41c1cc467e,-23.565499,-46.660699
9b8cb36bc2,-23.565213,-46.657072
68f630f428,-23.56526,-46.641569
140d4571aa,-23.56646,-46.65457
d7a3846f7a,-23.565867,-46.6239
6dd98b0690,-23.566122,-46.617948
eef1bea6ee,-23.566878,-46.543988
0adf19c488,-23.566084,-46.653771
3185808c43,-23.5666,-46.65658
e3814a6f5b,-23.566947,-46.654511
421fd84539,-23.566084,-46.653771
16ecd58df6,-23.566572,-46.654412
1c6734df71,-23.565772,-46.659555
35aadc1c47,-23.566878,-46.543988
0d443fbc99,-23.565134,-46.6589
d7f74535a4,-23.566572,-46.654412
856226fd7a,-23.5666,-46.65658
14b066bc1a,-23.566006,-46.613454
1a735483a2,-23.565708,-46.643155
379fa64981,-23.566084,-46.653771
fca9634459,-23.565352,-46.663813
41217f65e5,-23.56575,-46.660702
e9a74e4938,-23.566947,-46.654511
c6554e0161,-23.565502,-46.669376
c66c240e26,-23.566878,-46.543988
2cd5016bf8,-23.565535,-46.601888
4c15d758d7,-23.565502,-46.669376
6da0b8e9e3,-23.565053,-46.655887
5909dedf16,-23.566569,-46.562595
432f9a67ae,-23.566878,-46.543988
23bfa721d6,-23.56646,-46.65457
2b8248c08d,-23.565682,-46.68655
4690308a97,-23.565112,-46.66574
164ab6f868,-23.566455,-46.521999
78d21b841c,-23.565411,-46.582221
45dbaa9a5b,-23.566062,-46.537359
7b7e3c3339,-23.566362,-46.532738
40445fa3d8,-23.564317,-46.660614
71db2852bd,-23.564237,-46.66086
265498aae1,-23.565514,-46.543552
9402051236,-23.566728,-46.510357
96af91a68f,-23.56613,-46.475676
34551225b2,-23.565699,-46.515337
cd71979139,-23.565545,-46.74759
34ff1e6341,-23.564317,-46.660614
933f7775d9,-23.565942,-46.768281
e44ea119e2,-23.565309,-46.399883
fc5185ffaa,-23.564237,-46.66086
7846d7f813,-23.565216,-46.765309
1f6f36c096,-23.565318,-46.473872
43bade5503,-23.564237,-46.66086
5ba2afa25b,-23.565143,-46.763158
f2f9695c74,-23.56582,-46.700456
c866a35deb,-23.565825,-46.756108
b8e13c0624,-23.564317,-46.660614
20d327a836,-23.564132999999998,-46.659209
cda118e5d8,-23.564968,-46.533449
086a3e4d59,-23.564144,-46.561446
86d5e45818,-23.56412,-46.695492
2cc00b2293,-23.564877,-46.65634
9928cfd804,-23.564788,-46.555781
240f9925c8,-23.564263,-46.532886
b6d602f3c0,-23.564602999999998,-46.757115
305f8b7775,-23.564059,-46.548619
f943bda2e9,-23.564781,-46.692142
48e5d2d77b,-23.563647,-46.760519
875a460afe,-23.563647,-46.760519
86aa241edb,-23.564347,-46.517839
d1a91e5f06,-23.564347,-46.517839
70f6db1f80,-23.563003,-46.686434
e290636415,-23.564877,-46.65634
